,id,label,comments
1041,185311337,Bug,2
1042,185311337,Easy-fix,2
1043,185005036,Bug,2
1044,184679059,Bug,19
1045,184679059,Confirmed,19
1046,184679059,Easy-fix,19
1047,184679059,Tiles,19
1048,184586875,Bug,2
1049,184586875,Confirmation Needed,2
1050,184581751,Bug,3
1051,184581751,Confirmation Needed,3
1052,184542532,Bug,3
1053,184391870,Bug,5
1054,184373525,Bug,2
1055,184373525,Confirmation Needed,2
1056,184266804,Bug,15
1057,184266804,Confirmed,15
1058,184266804,Crafting / Construction,15
1059,184186181,Bug,3
1060,184186181,Confirmed,3
1061,184186181,Other,3
1062,184127512,Bionics,7
1063,184127512,Bug,7
1064,184125032,Bug,3
1065,184029111,Bug,3
1066,184029111,Duplicate,3
1067,183959623,Bug,2
1068,183861622,Bug,0
1069,183861622,Confirmed,0
1070,183861622,Easy-fix,0
1071,183829869,Bug,5
1072,183829869,Confirmed,5
1073,183829869,Mission,5
1074,183829869,NPC,5
1075,183545100,Bug,1
1076,183534932,Bug,1
1077,183534932,Information / Interface,1
1078,183453515,Bug,0
1079,183243134,Bug,2
1080,183243121,Bug,10
1081,183243121,Mods,10
1082,183243121,Vehicle,10
1083,183233372,Bug,6
1084,183222411,Bug,1
1085,183222411,Vehicle,1
1086,183209471,Bug,0
1087,183187265,Bug,3
1088,183187265,Confirmed,3
1089,183187265,Crafting / Construction,3
1090,183187265,Gunmod / Toolmod,3
1091,183184738,Bug,8
1092,183180045,Bug,1
1093,183081160,Bug,6
1094,183081160,Confirmation Needed,6
1095,183081160,Vehicle,6
1096,182882544,Bug,1
1097,182882544,Confirmation Needed,1
1098,182882544,Mission,1
1099,182882544,NPC,1
1100,182818836,Bug,5
1101,182599307,Bug,0
1102,182599307,Information / Interface,0
1103,182599307,Mission,0
1104,182587521,Bug,1
1105,182587521,Confirmed,1
1106,182587521,Vehicle,1
1107,182351602,Bug,1
1108,182351602,Duplicate,1
1109,182129042,Bug,1
1110,182099738,Bug,1
1111,182077829,Bug,2
1112,182077829,Information / Interface,2
1113,181921770,Bug,1
1114,181921770,Crafting / Construction,1
1115,181921392,Bug,7
1116,181900020,Bug,2
1117,181900020,Confirmed,2
1118,181900020,Information / Interface,2
1119,181899417,Bug,3
1120,181899417,Confirmed,3
1121,181899417,Information / Interface,3
1122,181893769,Bug,2
1123,181815454,Bug,7
1124,181692995,Bug,1
1125,181692995,Mission,1
1126,181667375,Bug,1
1127,181667375,Easy-fix,1
1128,181667375,Mission,1
1129,181655177,Bug,2
1130,181655177,Easy-fix,2
1131,181655177,Mission,2
1132,181569892,Bug,3
1133,181569892,Confirmation Needed,3
1134,181534936,Bug,2
1135,181534936,Confirmation Needed,2
1136,181534936,Mission,2
1137,181533707,Bug,3
1138,181533707,Mission,3
1139,181428006,Bug,1
1140,181275189,Bug,4
1141,181275189,Duplicate,4
1142,181235075,Bug,5
1143,181235075,Crafting / Construction,5
1144,181144150,Bug,1
1145,180958997,Bug,1
1146,180958997,Confirmed,1
1147,180958997,NPC,1
1148,180695670,Bug,1
1149,180695670,Information / Interface,1
1150,180622335,Bug,5
1151,180533630,Bug,4
1152,180525686,Bug,2
1153,180525686,Confirmation Needed,2
1154,180525686,Information / Interface,2
1155,180501061,Bug,3
1156,180501061,Confirmed,3
1157,180263222,Bug,1
1158,180242551,Bug,4
1159,180190822,Bug,4
1160,180157630,Bug,2
1161,180157630,Crafting / Construction,2
1162,180104495,Bug,1
1163,180084117,Bug,0
1164,179997781,Bug,8
1165,179997781,Confirmed,8
1166,179776798,Bug,6
1167,179687861,Bug,0
1168,179687861,Priority,0
1169,179647473,Bug,3
1170,179301634,Bug,2
1171,179301634,Mods,2
1172,179301634,Vehicle,2
1173,179110101,Bug,4
1174,179110101,Confirmed,4
1175,179007001,Bug,4
1176,179007001,Priority,4
1177,179005845,Bug,0
1178,178986614,Bug,3
1179,178960831,Bug,3
1180,178875225,Bug,10
1181,178875225,Confirmed,10
1182,178819840,Bug,3
1183,178787589,Bug,7
1184,178787589,Confirmation Needed,7
1185,178787589,Magazine,7
1186,178787589,Mapgen,7
1187,178357712,Bug,3
1188,178357712,Mods,3
1189,178217511,Bug,0
1190,178217511,Information / Interface,0
1191,178201685,Bug,12
1192,178201685,Z-levels,12
1193,177918748,Bug,4
1194,177918144,Bug,1
1195,177918144,Easy-fix,1
1196,177900102,Bug,0
1197,177900102,Priority,0
1198,177749262,Bug,0
1199,177749262,Build,0
1200,177683650,Bug,12
1201,177680866,Bug,7
1202,177667659,Bug,4
1203,177667659,Mission,4
1204,177667191,Bug,2
1205,177667191,Crash / Freeze,2
1206,177661547,Bug,3
1207,177623443,Bug,3
1208,177602436,Bug,0
1209,177602436,Information / Interface,0
1210,177602436,Vehicle,0
1211,177571475,Bug,2
1212,177557386,Bug,1
1213,177547973,Bug,2
1214,177545795,Bug,13
1215,177545795,Confirmation Needed,13
1216,177545795,Mods,13
1217,177545795,Vehicle,13
1218,177534212,Bug,0
1219,177534212,Mods,0
1220,177527270,Bug,2
1221,177071097,Bug,1
1222,177071097,Mission,1
1223,177022351,Bug,18
1224,177022351,Confirmation Needed,18
1225,177006602,Bug,3
1226,176861957,Bug,0
1227,176861957,Easy-fix,0
1228,176792488,Bug,2
1229,176792488,Magazine,2
1230,176709337,Bug,10
1231,176709337,Confirmation Needed,10
1232,176559852,Bug,1
1233,176559852,Easy-fix,1
1234,176559121,Bug,1
1235,176559121,Easy-fix,1
1236,176509751,Bug,3
1237,176478869,Bug,1
1238,176478869,Confirmation Needed,1
1239,176467218,Bug,0
1240,176413290,Bug,4
1241,176413290,Inventory / AIM,4
1242,176261030,Bug,5
1243,176261030,Confirmed,5
1244,176261030,NPC,5
1245,176188220,Bug,0
1246,176188220,Easy-fix,0
1247,176062107,Bug,3
1248,176062107,Duplicate,3
1249,176033826,Bug,0
1250,176033826,Confirmed,0
1251,176033826,Information / Interface,0
1252,176005811,Bug,1
1253,175941059,Bug,1
1254,175921918,Bug,3
1255,175446931,Bug,0
1256,175446931,Mods,0
1257,175367062,Bug,1
1258,175367062,Confirmed,1
1259,175367062,Other,1
1260,174887313,Balance,0
1261,174887313,Bug,0
1262,174887313,Suggestion (Discuss),0
1263,174812442,Bug,2
1264,174812442,Crafting / Construction,2
1265,174812442,Enhancement,2
1266,174795612,Bug,1
1267,174795612,Confirmed,1
1268,174795612,Crafting / Construction,1
1269,174756115,Bug,1
1270,174756115,Mission,1
1271,174693767,Bug,8
1272,174693767,Confirmation Needed,8
1273,174693767,Mapgen,8
1274,174693767,Mods,8
1275,174656429,Bug,3
1276,174656429,Vehicle,3
1277,174646121,Bug,0
1278,174646121,Confirmed,0
1279,174646121,Exploit,0
1280,174646121,Inventory / AIM,0
1281,174646121,NPC,0
1282,174195621,Bug,10
1283,174030349,Bug,4
1284,174030349,Duplicate,4
1285,173831513,Bug,4
1286,173831513,Crafting / Construction,4
1287,173749941,Bug,0
1288,173637499,Bug,2
1289,173637499,Tiles,2
1290,173624343,Bug,6
1291,173599061,Bug,6
1292,173599061,Confirmation Needed,6
1293,173599061,Vehicle,6
1294,173575487,Bug,3
1295,173056279,Bug,3
1296,173056279,Confirmation Needed,3
1297,173056279,Information / Interface,3
1298,172369487,Bug,2
1299,172369487,Confirmation Needed,2
1300,172247300,Bug,2
1301,172247300,Vehicle,2
1302,171577901,Bug,1
1303,171577901,Confirmation Needed,1
1304,171577901,Information / Interface,1
1305,171577901,Magazine,1
1306,171244223,Bug,2
1307,171244223,Confirmation Needed,2
1308,171244223,Tiles,2
1309,171244223,Vehicle,2
1310,171225359,Bug,2
1311,171201114,Bug,1
1312,171201114,Confirmation Needed,1
1313,171201114,Mechanics Change,1
1314,171193684,Bug,2
1315,171070984,Bug,0
1316,171044057,Bug,2
1317,171044057,Confirmed,2
1318,171044057,Information / Interface,2
1319,171044057,Vitamins,2
1320,170964605,Bug,0
1321,170964605,Vehicle,0
1322,170914569,Bug,1
1323,170162472,Bug,1
1324,170162472,Mods,1
1325,169819694,Bug,36
1326,169819694,Priority,36
1327,169791468,Bug,4
1328,169791468,Vehicle,4
1329,169769846,Bug,1
1330,169769846,NPC,1
1331,169622414,Bug,2
1332,169622414,Confirmed,2
1333,169622414,Information / Interface,2
1334,169622414,Vehicle,2
1335,169617773,Bug,8
1336,169617773,Crash / Freeze,8
1337,169616102,Bug,2
1338,169616102,Crafting / Construction,2
1339,169614781,Bug,23
1340,169614781,Vehicle,23
1341,169536302,Bug,1
1342,169494242,Bug,1
1343,169223357,Balance,42
1344,169223357,Bug,42
1345,169183777,Bug,2
1346,168781261,Bug,2
1347,168665201,Bug,1
1348,168606370,Bug,0
1349,168603686,Bug,2
1350,168603686,Priority,2
1351,168572065,Bug,0
1352,168572065,NPC,0
1353,168571978,Bug,2
1354,168571978,NPC,2
1355,168566976,Bug,1
1356,168541789,Bug,7
1357,168541789,Priority,7
1358,168529523,Bug,19
1359,168482211,Bug,3
1360,168460749,Bug,1
1361,168460749,Easy-fix,1
1362,168429955,Bug,4
1363,168429955,Duplicate,4
1364,168429955,JSON,4
1365,168006280,Bug,1
1366,168006280,Information / Interface,1
1367,167993676,Bug,4
1368,167993676,Information / Interface,4
1369,167975480,Bug,0
1370,167975480,Crash / Freeze,0
1371,167210552,Bug,1
1372,167200924,Bug,3
1373,167200924,Confirmation Needed,3
1374,167200924,Information / Interface,3
1375,167062248,Bug,0
1376,167062248,Easy-fix,0
1377,167035186,Bug,2
1378,167035186,Magazine,2
1379,167035186,Vehicle,2
1380,166983094,Bionics,3
1381,166983094,Bug,3
1382,166983094,Confirmation Needed,3
1383,166799726,Bug,6
1384,166799726,Information / Interface,6
1385,166746968,Bug,3
1386,166746968,Inventory / AIM,3
1387,166509743,Bug,3
1388,166502212,Bug,2
1389,166502212,Duplicate,2
1390,166363718,Bug,5
1391,166363718,Confirmation Needed,5
1392,165990176,Bug,5
1393,165990176,Confirmation Needed,5
1394,165985071,Bug,4
1395,165985071,Confirmation Needed,4
1396,165977976,Bug,3
1397,165968859,Bug,1
1398,165966859,Bug,4
1399,165959719,Balance,0
1400,165959719,Bug,0
1401,165945225,Bug,1
1402,165945225,Vehicle,1
1403,165919629,Bug,0
1404,165905159,Bug,3
1405,165751663,Bug,7
1406,165751663,Information / Interface,7
1407,165660658,Bug,1
1408,165633166,Bug,0
1409,165633166,Easy-fix,0
1410,165511490,Bug,0
1411,165511490,Exploit,0
1412,165511490,NPC,0
1413,165460438,Bug,1
1414,165460438,NPC,1
1415,165268294,Bug,4
1416,165246019,Bug,1
1417,165181042,Bug,0
1418,165181042,Easy-fix,0
1419,165179561,Bug,0
1420,165090836,Bug,1
1421,164923201,Bug,1
1422,164923201,NPC,1
1423,164881275,Bug,9
1424,164806656,Bug,5
1425,164806656,Confirmed,5
1426,164806656,Mapgen,5
1427,164753402,Bug,1
1428,164753402,Confirmation Needed,1
1429,164725893,Bug,1
1430,164725893,Mission,1
1431,164709834,Bug,1
1432,164709834,Enhancement,1
1433,164665270,Bug,17
1434,164625073,Bug,0
1435,164625073,Information / Interface,0
1436,164416814,Bug,4
1437,164416814,Confirmation Needed,4
1438,164416357,Bug,3
1439,164416357,Confirmed,3
1440,164413819,Bug,0
1441,164370374,Bug,1
1442,164307848,Bug,8
1443,164307848,Confirmed,8
1444,164307848,Gunmod / Toolmod,8
1445,164307848,Long-term,8
1446,164305503,Bug,2
1447,164305503,JSON,2
1448,164305503,Priority,2
1449,164297506,Bug,0
1450,164265459,Bug,5
1451,164256592,Bug,3
1452,164256592,Vehicle,3
1453,164055112,Bug,2
1454,164055112,Vehicle,2
1455,164005541,Bug,6
1456,164005541,JSON,6
1457,163899326,Bug,10
1458,163899326,Confirmation Needed,10
1459,163899326,NPC,10
1460,163834463,Bug,5
1461,163738426,Bug,8
1462,163738426,Enhancement,8
1463,163682269,Bug,8
1464,163584281,Bug,7
1465,163584281,Information / Interface,7
1466,163578973,Bug,0
1467,163578973,Vehicle,0
1468,163530442,Bug,3
1469,163530442,Confirmed,3
1470,163530442,Spawn,3
1471,163526773,Bug,0
1472,163526773,Priority,0
1473,163520751,Bug,7
1474,163496591,Bug,3
1475,163496591,Confirmation Needed,3
1476,163496591,Mapgen,3
1477,163482415,Bug,0
1478,163482415,Confirmation Needed,0
1479,163482415,Information / Interface,0
1480,163452101,Bug,5
1481,163452101,Crafting / Construction,5
1482,163375266,Bug,4
1483,163303198,Bug,5
1484,163303198,Confirmed,5
1485,163303198,Priority,5
1486,163300971,Bug,4
1487,163300971,NPC,4
1488,163297684,Bug,2
1489,163293097,Bug,6
1490,163293097,Monsters,6
1491,163283471,Bug,4
1492,163283471,Easy-fix,4
1493,163283471,JSON,4
1494,162877443,Bug,2
1495,162877443,Crash / Freeze,2
1496,162877443,Easy-fix,2
1497,162850776,Bug,2
1498,162850776,Easy-fix,2
1499,162826142,Bug,5
1500,162826142,Long-term,5
1501,162597794,Bug,2
1502,162372051,Bug,5
1503,162351770,Bug,8
1504,162351770,Easy-fix,8
1505,162350759,Bug,0
1506,162350759,Easy-fix,0
1507,162298598,Bug,3
1508,162275507,Bug,0
1509,162275507,Easy-fix,0
1510,162267726,Bug,5
1511,162175813,Bug,4
1512,162175813,Information / Interface,4
1513,162145976,Bug,6
1514,162098451,Bug,1
1515,162079002,Bug,15
1516,162079002,Crash / Freeze,15
1517,162070685,Bug,1
1518,162070685,Crash / Freeze,1
1519,162068442,Bug,4
1520,162068442,Confirmation Needed,4
1521,162068442,Crash / Freeze,4
1522,161851188,Bug,1
1523,161808068,Bug,5
1524,161801076,Bug,4
1525,161709114,Bug,5
1526,161631062,Bug,0
1527,161631062,Easy-fix,0
1528,161612308,Bug,5
1529,161612308,Information / Interface,5
1530,161570923,Bug,0
1531,161366385,Bug,1
1532,161357630,Bug,0
1533,161310822,Bug,8
1534,161284000,Bug,0
1535,161284000,Confirmed,0
1536,161188389,Bug,1
1537,161188389,JSON,1
1538,161185983,Bug,0
1539,161174008,Bug,3
1540,161174008,Confirmation Needed,3
1541,161067347,Bug,3
1542,161067347,Suggestion (Discuss),3
1543,161046590,Bug,4
1544,161041318,Bug,8
1545,161026982,Bug,2
1546,160737835,Bug,1
1547,160699008,Bug,3
1548,160512606,Bug,4
1549,160351320,Bug,9
1550,160351320,Confirmed,9
1551,160351320,NPC,9
1552,160065413,Bug,0
1553,160061425,Bug,0
1554,160061425,Priority,0
1555,159483999,Bug,0
1556,159148678,Bug,1
1557,159148678,JSON,1
1558,159092686,Bug,0
1559,158959181,Bug,6
1560,158959181,NPC,6
1561,158753699,Bug,8
1562,158753699,Spawn,8
1563,158725637,Bug,2
1564,158725637,Information / Interface,2
1565,158648591,Bug,0
1566,158643816,Bug,0
1567,158610459,Bug,6
1568,158610459,Confirmation Needed,6
1569,158571646,Bug,1
1570,158571646,JSON,1
1571,158565935,Bug,0
1572,158544774,Bug,4
1573,158540847,Bug,4
1574,158484213,Bug,11
1575,158449168,Bug,1
1576,158447474,Bug,2
1577,158447474,Confirmation Needed,2
1578,158352192,Bug,1
1579,158048836,Bug,2
1580,158048836,Confirmation Needed,2
1581,158048836,Crafting / Construction,2
1582,158021208,Bug,2
1583,157508412,Bug,2
1584,157441190,Bug,1
1585,157441190,Mods,1
1586,157441190,Vehicle,1
1587,157376793,Bug,0
1588,157341274,Bug,4
1589,157308450,Bug,7
1590,157308450,NPC,7
1591,157297586,Bug,0
1592,157297586,Crash / Freeze,0
1593,157296599,Bug,1
1594,157261320,Bug,7
1595,157248525,Bug,0
1596,157248525,Easy-fix,0
1597,157198315,Bug,1
1598,157198315,Vehicle,1
1599,157078847,Bug,14
1600,157078847,Confirmed,14
1601,156386783,Bug,0
1602,156386783,Crash / Freeze,0
1603,156386783,Gunmod / Toolmod,0
1604,156375180,Balance,1
1605,156375180,Bug,1
1606,156375180,Confirmation Needed,1
1607,156186841,Bug,3
1608,156186841,Confirmation Needed,3
1609,156186841,Information / Interface,3
1610,156176743,Bug,1
1611,156130298,Bug,6
1612,156126071,Bug,6
1613,156126071,Crash / Freeze,6
1614,156110872,Balance,7
1615,156110872,Bug,7
1616,156077104,Balance,0
1617,156077104,Bug,0
1618,156077104,Confirmation Needed,0
1619,156069033,Bug,1
1620,156069033,Confirmed,1
1621,156069033,Vehicle,1
1622,155911962,Bug,5
1623,155911962,Duplicate,5
1624,155911962,Magazine,5
1625,155806232,Bug,3
1626,155806232,Vehicle,3
1627,155686188,Bug,3
1628,155686188,Magazine,3
1629,155632314,Bug,1
1630,155632314,Confirmed,1
1631,155632314,Crafting / Construction,1
1632,155632314,Information / Interface,1
1633,155553856,Bug,8
1634,155409179,Bug,2
1635,155148617,Bug,3
1636,155144284,Bug,4
1637,155144284,Crash / Freeze,4
1638,155144284,Magazine,4
1639,155091103,Bug,9
1640,155091103,Confirmation Needed,9
1641,155091103,Information / Interface,9
1642,155091103,Windows,9
1643,155090770,Bug,2
1644,155090770,Confirmation Needed,2
1645,155090770,Information / Interface,2
1646,154999361,Bug,2
1647,154999361,Mods,2
1648,154634582,Bug,14
1649,154627513,Bug,4
1650,154409138,Bug,1
1651,154357171,Bug,3
1652,154357171,Confirmed,3
1653,154357171,Information / Interface,3
1654,154357171,Inventory / AIM,3
1655,154344808,Bug,5
1656,154287254,Bug,1
1657,153821507,Bug,4
1658,153821507,Z-levels,4
1659,153682934,Bug,4
1660,153583669,Bug,8
1661,153581813,Bug,10
1662,153581813,Confirmation Needed,10
1663,153402173,Bug,5
1664,153316151,Bug,1
1665,153186017,Bug,4
1666,153186017,Confirmation Needed,4
1667,153163992,Bug,1
1668,152857750,Bug,0
1669,152702478,Bug,1
1670,152702478,Easy-fix,1
1671,152498492,Bug,4
1672,152480359,Bug,2
1673,152480359,Priority,2
1674,152192510,Bug,7
1675,152192510,Confirmed,7
1676,152192510,Information / Interface,7
1677,151994529,Bug,0
1678,151909483,Bug,12
1679,151909483,Priority,12
1680,151877640,Bug,2
1681,151877640,NPC,2
1682,151782115,Bug,1
1683,151770364,Bug,1
1684,151700810,Bug,2
1685,151700810,Confirmation Needed,2
1686,151562063,Bug,2
1687,151562063,NPC,2
1688,151474760,Bug,1
1689,151474760,Information / Interface,1
1690,151294401,Bug,1
1691,151294401,NPC,1
1692,151140520,Bug,3
1693,151028722,Bug,10
1694,151028722,Monsters,10
1695,151028722,Performance,10
1696,150912366,Aiming,4
1697,150912366,Bug,4
1698,150912366,Confirmation Needed,4
1699,150703154,Bug,9
1700,150703154,Mapgen,9
1701,150703154,Mission,9
1702,150701702,Bug,4
1703,150670546,Bug,0
1704,150661812,Bug,0
1705,150661812,Easy-fix,0
1706,150660988,Bug,2
1707,150603325,Bug,4
1708,150572435,Bug,11
1709,150533564,Bug,10
1710,150533564,Crafting / Construction,10
1711,150198808,Bug,5
1712,150187838,Bug,8
1713,150187838,Confirmed,8
1714,150177479,Bug,1
1715,150176314,Bug,7
1716,150176314,Confirmation Needed,7
1717,150096017,Bug,2
1718,150096017,NPC,2
1719,150077482,Bug,1
1720,150077482,Gunmod / Toolmod,1
1721,149991573,Bug,1
1722,149969278,Bug,9
1723,149969278,Suggestion (Discuss),9
1724,149960615,Bug,2
1725,149630105,Bug,9
1726,149630105,Confirmed,9
1727,149630105,Crafting / Construction,9
1728,149458963,Bug,4
1729,149429104,Bug,0
1730,149214569,Bug,4
1731,149214569,Other,4
1732,148311462,Bug,1
1733,148216339,Bug,2
1734,147475082,Bug,22
1735,147043303,Bug,1
1736,147043303,Crafting / Construction,1
1737,147043303,Long-term,1
1738,146610725,Bug,3
1739,146610725,Magazine,3
1740,146550403,Bug,4
1741,146550403,Confirmation Needed,4
1742,146516632,Bug,1
1743,145664337,Bug,3
1744,145362406,Bug,1
1745,144966681,Bug,2
1746,144966681,Information / Interface,2
1747,143869635,Bug,6
1748,143869635,Confirmed,6
1749,143410488,Bug,0
1750,143410488,NPC,0
1751,143317289,Bug,8
1752,142951539,Bug,0
1753,142912715,Bionics,2
1754,142912715,Bug,2
1755,142912715,Confirmation Needed,2
1756,142911714,Bug,2
1757,142911714,Confirmation Needed,2
1758,142911714,Crash / Freeze,2
1759,142911714,Mission,2
1760,142240985,Bug,5
1761,142240985,Information / Interface,5
1762,142148895,Bug,0
1763,142034515,Bug,3
1764,142034515,Vehicle,3
1765,141390678,Bug,2
1766,141390678,Vehicle,2
1767,140497779,Bug,3
1768,140326314,Bug,2
1769,140287766,Bug,9
1770,140287766,Information / Interface,9
1771,140095247,Bug,2
1772,140095247,Information / Interface,2
1773,140095247,NPC,2
1774,140060832,Bug,0
1775,140020546,Bug,1
1776,139969106,Bug,1
1777,139969106,Mutations,1
1778,139919469,Bug,0
1779,139031620,Bug,2
1780,139031620,Magazine,2
1781,138905275,Bug,5
1782,137865791,Bug,21
1783,137170546,Bug,2
1784,137074717,Bug,1
1785,137074717,Magazine,1
1786,137052446,Bug,1
1787,136884163,Bug,4
1788,136884163,Confirmation Needed,4
1789,136884163,Other,4
1790,135013368,Bug,9
1791,135013368,Confirmation Needed,9
1792,135013368,Information / Interface,9
1793,135013368,Windows,9
1794,134995558,Bug,3
1795,134995558,Confirmation Needed,3
1796,134995558,Information / Interface,3
1797,134638540,Bug,1
1798,134638540,Confirmation Needed,1
1799,134638540,Information / Interface,1
1800,134637902,Bug,4
1801,134637902,Spawn,4
1802,133920768,Bug,0
1803,133920768,Easy-fix,0
1804,133920768,NPC,0
1805,133601233,Bug,1
1806,133386034,Bug,3
1807,133386034,JSON,3
1808,132761028,Bug,6
1809,132702581,Bug,0
1810,131934846,Bug,6
1811,131554603,Bug,11
1812,131554603,NPC,11
1813,131537337,Bug,1
1814,130950212,Bionics,8
1815,130950212,Bug,8
1816,130950212,Mutations,8
1817,130691884,Bug,0
1818,130632290,Bug,5
1819,130584375,Bug,3
1820,130584375,Build,3
1821,130213957,Bug,1
1822,129967210,Bug,0
1823,129944574,Bug,10
1824,129944574,Long-term,10
1825,129944574,Magazine,10
1826,129944574,NPC,10
1827,129272910,Bug,2
1828,129272910,Mapgen,2
1829,129272910,Mods,2
1830,128943665,Bug,4
1831,128943665,Confirmation Needed,4
1832,128943665,Information / Interface,4
1833,128943665,Tiles,4
1834,128304505,Bug,0
1835,128304505,Mods,0
1836,128244375,Bug,8
1837,128234289,Bug,2
1838,127844325,Bug,1
1839,127477087,Bug,1
1840,127477087,Information / Interface,1
1841,127434945,Bug,4
1842,127434945,Confirmation Needed,4
1843,127141823,Bug,4
1844,127109702,Bug,4
1845,127109702,NPC,4
1846,127109118,Bug,4
1847,126487993,Bug,4
1848,126487993,Confirmed,4
1849,126487993,Other,4
1850,126450801,Bug,2
1851,126064948,Bug,3
1852,125860127,Bug,3
1853,125674566,Bug,4
1854,125462869,Bug,2
1855,125462869,Information / Interface,2
1856,125105229,Bug,1
1857,125074625,Bug,12
1858,125074625,Windows,12
1859,124693261,Bug,4
1860,124669294,Bug,1
1861,124669294,Mission,1
1862,124635061,Bug,6
1863,124635061,NPC,6
1864,124075118,Bug,1
1865,124075118,Long-term,1
1866,123956378,Bug,12
1867,123956378,Information / Interface,12
1868,123914981,Bug,9
1869,123914981,NPC,9
1870,123560507,Bug,4
1871,123560507,Build,4
1872,123560507,Easy-fix,4
1873,123195387,Bug,1
1874,123195387,Confirmation Needed,1
1875,123116828,Balance,4
1876,123116828,Bug,4
1877,123116828,Easy-fix,4
1878,123072758,Bug,4
1879,123072758,Confirmation Needed,4
1880,123072758,Information / Interface,4
1881,122516957,Bug,7
1882,122516957,Confirmed,7
1883,122516957,Information / Interface,7
1884,122448302,Bug,2
1885,122352649,Bug,1
1886,122326403,Bug,2
1887,122326403,Confirmation Needed,2
1888,122326403,Vehicle,2
1889,122253184,Bug,5
1890,122159135,Bug,3
1891,121952193,Bug,2
1892,121952193,Vehicle,2
1893,121887869,Bug,11
1894,121887869,Tiles,11
1895,121885605,Bug,10
1896,121885605,Windows,10
1897,121606275,Bug,7
1898,121606275,Crash / Freeze,7
1899,121545583,Bug,1
1900,121392294,Bug,0
1901,121392294,Vehicle,0
1902,121032525,Bug,12
1903,121032525,Mission,12
1904,120954630,Bug,0
1905,120953875,Bug,3
1906,120953875,Mapgen,3
1907,120953875,Z-levels,3
1908,120953392,Bug,0
1909,120953392,Monsters,0
1910,120953392,Z-levels,0
1911,120711804,Bug,3
1912,120711804,Confirmed,3
1913,120711804,Information / Interface,3
1914,120711804,Mapgen,3
1915,120691168,Bug,3
1916,120691168,Confirmation Needed,3
1917,120691168,Vehicle,3
1918,120544500,Bug,1
1919,120544500,Mods,1
1920,120544500,Vehicle,1
1921,120530026,Bug,10
1922,120353096,Bug,2
1923,120353096,Confirmation Needed,2
1924,120166734,Bug,7
1925,120166734,NPC,7
1926,120089874,Bug,0
1927,119865440,Bug,9
1928,119865440,Build,9
1929,119727052,Bug,9
1930,119727052,Confirmed,9
1931,119727052,Information / Interface,9
1932,119711947,Bug,0
1933,119711947,Confirmation Needed,0
1934,119711947,Information / Interface,0
1935,119628068,Bug,0
1936,119484413,Bug,0
1937,119480330,Bug,2
1938,119480330,Information / Interface,2
1939,119393220,Bug,2
1940,119393220,Confirmation Needed,2
1941,119393220,Information / Interface,2
1942,119374840,Bug,1
1943,119374840,Confirmation Needed,1
1944,119294218,Bug,5
1945,119294218,Performance,5
1946,119284079,Bug,0
1947,119252948,Bug,2
1948,119252948,Confirmation Needed,2
1949,119100228,Bug,0
1950,119076857,Bug,2
1951,119076857,Information / Interface,2
1952,118974753,Bug,1
1953,118867974,Bug,3
1954,118867974,Confirmed,3
1955,118867974,Vehicle,3
1956,118499825,Bug,3
1957,118289263,Bug,8
1958,118289263,Confirmation Needed,8
1959,118289263,Mapgen,8
1960,118263353,Bug,5
1961,118263353,Confirmation Needed,5
1962,118263353,Information / Interface,5
1963,118263353,Long-term,5
1964,118208028,Bug,4
1965,118208028,Long-term,4
1966,118202886,Bug,3
1967,118200748,Bug,0
1968,118200748,Confirmation Needed,0
1969,118032847,Bug,10
1970,118032847,Information / Interface,10
1971,118032847,Priority,10
1972,117965939,Bug,3
1973,117965939,Confirmation Needed,3
1974,117965939,Information / Interface,3
1975,117754944,Balance,0
1976,117754944,Bug,0
1977,117399022,Balance,42
1978,117399022,Bug,42
1979,117399022,Mechanics Change,42
1980,117390919,Bug,4
1981,117390919,Confirmation Needed,4
1982,117303549,Balance,10
1983,117303549,Bug,10
1984,117303549,Confirmed,10
1985,117007095,Bug,5
1986,117007095,Confirmation Needed,5
1987,117007095,Windows,5
1988,117002740,Balance,3
1989,117002740,Bug,3
1990,117002740,Spawn,3
1991,116955921,Bug,5
1992,116955921,Crash / Freeze,5
1993,116937944,Bug,28
1994,116937944,Information / Interface,28
1995,116907927,Bug,10
1996,116907927,Windows,10
1997,116907862,Bug,7
1998,116907862,Windows,7
1999,116876892,Bug,18
2000,116876892,Confirmation Needed,18
2001,116876892,Windows,18
2002,116831771,Balance,1
2003,116831771,Bug,1
2004,116829452,Bug,0
2005,116829452,Information / Interface,0
2006,116764300,Bug,1
2007,116764300,Information / Interface,1
2008,116635069,Bug,4
2009,116635069,Mission,4
2010,116635069,NPC,4
2011,116607595,Bug,11
2012,116607595,Information / Interface,11
2013,116607595,Vehicle,11
2014,116359750,Bug,0
2015,116359750,Information / Interface,0
2016,116274901,Bug,4
2017,116141998,Bug,0
2018,116141998,JSON,0
2019,116141998,Mods,0
2020,116036471,Bug,3
2021,115991213,Bug,0
2022,115991213,JSON,0
2023,115949520,Bug,1
2024,115949520,Information / Interface,1
2025,115917208,Bug,2
2026,115917208,Confirmation Needed,2
2027,115917208,NPC,2
2028,115788135,Bug,6
2029,115788135,Crash / Freeze,6
2030,115788135,Windows,6
2031,115765713,Bug,25
2032,115765713,Information / Interface,25
2033,115765713,Priority,25
